21;27;49;364;1372;5466;138299;533405;1192853;2113156;3302579;4646999;8314570;12760009;21395465;28340200;49844359
5;10;15;50;100;200;1000;2000;3000;4000;5000;6000;8000;10000;13000;15000;20000
